ID,Country,Hash,Office,PDF,Autocad,Database,Image,Archive,Purchase total decrypt,Purchase malware immune,Purchase removal tool,Purchase single decrypt,Free decrypt
USF42-EAZTX-AFZZZ-TZTZT-ZTZYY,US,1000170,0,146000,0,0,0,0,560,30,30,40,4
USF42-EAZTX-AEZZZ-TZTZT-ZTZYY,US,1000170,0,148000,0,0,0,0,560,30,30,40,4
USF42-EAZTX-HZZZZ-TZTZT-ZTZYY,US,1000170,0,150000,0,0,0,0,560,30,30,40,4
USF42-EAZTX-HRZZZ-TZTZT-ZTZYY,US,1000170,0,152000,0,0,0,0,560,30,30,40,4
USF42-EAZTX-HAZZZ-TZTZT-ZTZYY,US,1000170,0,154000,0,0,0,0,560,30,30,40,4
USF42-EAZTX-HFZZZ-TZTZT-ZTZYY,US,1000170,0,156000,0,0,0,0,560,30,30,40,4
USF42-EAZTX-HEZZZ-TZTZT-ZTZYY,US,1000170,0,158000,0,0,0,0,560,30,30,40,4
USF42-EAZTX-FZZZZ-TZTZT-ZTZYY,US,1000170,0,160000,0,0,0,0,560,30,30,40,4
USF42-EAZTX-FRZZZ-TZTZT-ZTZYY,US,1000170,0,162000,0,0,0,0,560,30,30,40,4
USF42-EAZTX-FAZZZ-TZTZT-ZTZYY,US,1000170,0,164000,0,0,0,0,560,30,30,40,4
USF42-EAZTX-FFZZZ-TZTZT-ZTZYY,US,1000170,0,166000,0,0,0,0,560,30,30,40,4
USF42-EAZTX-FEZZZ-TZTZT-ZTZYY,US,1000170,0,168000,0,0,0,0,560,30,30,40,4
USF42-EAZTX-GZZZZ-TZTZT-ZTZYY,US,1000170,0,170000,0,0,0,0,560,30,30,40,4
USF42-EAZTX-GRZZZ-TZTZT-ZTZYY,US,1000170,0,172000,0,0,0,0,560,30,30,40,4
USF42-EAZTX-GAZZZ-TZTZT-ZTZYY,US,1000170,0,174000,0,0,0,0,560,30,30,40,4
USF42-EAZTX-GFZZZ-TZTZT-ZTZYY,US,1000170,0,176000,0,0,0,0,560,30,30,40,4
USF42-EAZTX-GEZZZ-TZTZT-ZTZYY,US,1000170,0,178000,0,0,0,0,560,30,30,40,4
USF42-EAZTX-EZZZZ-TZTZT-ZTZYY,US,1000170,0,180000,0,0,0,0,560,30,30,40,4
USF42-EAZTX-ERZZZ-TZTZT-ZTZYY,US,1000170,0,182000,0,0,0,0,560,30,30,40,4
USF42-EAZTX-EAZZZ-TZTZT-ZTZYY,US,1000170,0,184000,0,0,0,0,560,30,30,40,4
USF42-EAZTX-EFZZZ-TZTZT-ZTZYY,US,1000170,0,186000,0,0,0,0,560,30,30,40,4
USF42-EAZTX-EEZZZ-TZTZT-ZTZYY,US,1000170,0,188000,0,0,0,0,560,30,30,40,4
USF42-EAZTX-KZZZZ-TZTZT-ZTZYY,US,1000170,0,190000,0,0,0,0,560,30,30,40,4
USF42-EAZTX-KRZZZ-TZTZT-ZTZYY,US,1000170,0,192000,0,0,0,0,560,30,30,40,4
USF42-EAZTX-KAZZZ-TZTZT-ZTZYY,US,1000170,0,194000,0,0,0,0,560,30,30,40,4
USF42-EAZTX-KFZZZ-TZTZT-ZTZYY,US,1000170,0,196000,0,0,0,0,560,30,30,40,4
USF42-EAZTX-KEZZZ-TZTZT-ZTZYY,US,1000170,0,198000,0,0,0,0,560,30,30,40,4
USF42-EAZTR-ZZZZZ-TZTZT-ZTZYY,US,1000170,0,200000,0,0,0,0,560,30,30,40,4
